"","panel","gene"
"2234","Genetic_epilepsy_syndromes.rds","HSD3B1"
"2235","Genetic_epilepsy_syndromes.rds","HSDL1"
"2236","Genetic_epilepsy_syndromes.rds","HSF4"
"2237","Genetic_epilepsy_syndromes.rds","HSPA5"
"2238","Genetic_epilepsy_syndromes.rds","HSPA8"
"2239","Genetic_epilepsy_syndromes.rds","HUWE1"
"2240","Genetic_epilepsy_syndromes.rds","ICA1"
"2241","Genetic_epilepsy_syndromes.rds","IFFO1"
"2242","Genetic_epilepsy_syndromes.rds","IFT52"
"2243","Genetic_epilepsy_syndromes.rds","IGF1R"
"2244","Genetic_epilepsy_syndromes.rds","IGF2BP1"
"2245","Genetic_epilepsy_syndromes.rds","IGHMBP2"
"2246","Genetic_epilepsy_syndromes.rds","IKBKB"
"2247","Genetic_epilepsy_syndromes.rds","IL1RAPL1"
"2248","Genetic_epilepsy_syndromes.rds","IL5RA"
"2249","Genetic_epilepsy_syndromes.rds","ILF2"
"2250","Genetic_epilepsy_syndromes.rds","IMMP2L"
"2251","Genetic_epilepsy_syndromes.rds","IMPDH1"
"2252","Genetic_epilepsy_syndromes.rds","INF2"
"2253","Genetic_epilepsy_syndromes.rds","ING4"
"2254","Genetic_epilepsy_syndromes.rds","INO80"
"2255","Genetic_epilepsy_syndromes.rds","INO80C"
"2256","Genetic_epilepsy_syndromes.rds","INPP5K"
"2257","Genetic_epilepsy_syndromes.rds","INSR"
"2258","Genetic_epilepsy_syndromes.rds","INTS10"
"2259","Genetic_epilepsy_syndromes.rds","INTS11"
"2260","Genetic_epilepsy_syndromes.rds","INTS3"
"2261","Genetic_epilepsy_syndromes.rds","INTS6"
"2262","Genetic_epilepsy_syndromes.rds","INTU"
"2263","Genetic_epilepsy_syndromes.rds","IP6K2"
"2264","Genetic_epilepsy_syndromes.rds","IRAK4"
"2265","Genetic_epilepsy_syndromes.rds","IRF5"
"2266","Genetic_epilepsy_syndromes.rds","IRF7"
"2267","Genetic_epilepsy_syndromes.rds","ISOC2"
"2268","Genetic_epilepsy_syndromes.rds","IST1"
"2269","Genetic_epilepsy_syndromes.rds","ITCH"
"2270","Genetic_epilepsy_syndromes.rds","ITGB1BP1"
"2271","Genetic_epilepsy_syndromes.rds","ITGB3"
"2272","Genetic_epilepsy_syndromes.rds","ITGB4"
"2273","Genetic_epilepsy_syndromes.rds","ITGB7"
"2274","Genetic_epilepsy_syndromes.rds","ITPR2"
"2275","Genetic_epilepsy_syndromes.rds","ITSN1"
"2276","Genetic_epilepsy_syndromes.rds","IYD"
"2277","Genetic_epilepsy_syndromes.rds","JAG1"
"2278","Genetic_epilepsy_syndromes.rds","JAK1"
"2279","Genetic_epilepsy_syndromes.rds","JAKMIP2"
"2280","Genetic_epilepsy_syndromes.rds","KCNC2"
"2281","Genetic_epilepsy_syndromes.rds","KCNC4"
"2282","Genetic_epilepsy_syndromes.rds","KCND2"
"2283","Genetic_epilepsy_syndromes.rds","KCND3"
"2284","Genetic_epilepsy_syndromes.rds","KCNG1"
"2285","Genetic_epilepsy_syndromes.rds","KCNH1"
"2286","Genetic_epilepsy_syndromes.rds","KCNH2"
"2287","Genetic_epilepsy_syndromes.rds","KCNH7"
"2288","Genetic_epilepsy_syndromes.rds","KCNH8"
"2289","Genetic_epilepsy_syndromes.rds","KCNJ2"
"2290","Genetic_epilepsy_syndromes.rds","KCNJ3"
"2291","Genetic_epilepsy_syndromes.rds","KCNJ4"
"2292","Genetic_epilepsy_syndromes.rds","KCNJ6"
"2293","Genetic_epilepsy_syndromes.rds","KCNJ8"
"2294","Genetic_epilepsy_syndromes.rds","KCNJ9"
"2295","Genetic_epilepsy_syndromes.rds","KCNN3"
"2296","Genetic_epilepsy_syndromes.rds","KCNT2"
"2297","Genetic_epilepsy_syndromes.rds","KCTD9"
"2298","Genetic_epilepsy_syndromes.rds","KDM2A"
"2299","Genetic_epilepsy_syndromes.rds","KDM2B"
"2300","Genetic_epilepsy_syndromes.rds","KDM3B"
"2301","Genetic_epilepsy_syndromes.rds","KDM4B"
"2302","Genetic_epilepsy_syndromes.rds","KDM5B"
"2303","Genetic_epilepsy_syndromes.rds","KDM5C"
"2304","Genetic_epilepsy_syndromes.rds","KHSRP"
"2305","Genetic_epilepsy_syndromes.rds","KIAA0895"
"2306","Genetic_epilepsy_syndromes.rds","KIAA0895L"
"2307","Genetic_epilepsy_syndromes.rds","KIAA1191"
"2308","Genetic_epilepsy_syndromes.rds","KIAA1468"
"2309","Genetic_epilepsy_syndromes.rds","KIF1B"
"2310","Genetic_epilepsy_syndromes.rds","KIF21A"
"2311","Genetic_epilepsy_syndromes.rds","KIF5A"
"2312","Genetic_epilepsy_syndromes.rds","KIFC3"
"2313","Genetic_epilepsy_syndromes.rds","KLHL15"
"2314","Genetic_epilepsy_syndromes.rds","KLHL2"
"2315","Genetic_epilepsy_syndromes.rds","KLHL29"
"2316","Genetic_epilepsy_syndromes.rds","KLK15"
"2317","Genetic_epilepsy_syndromes.rds","KLK2"
"2318","Genetic_epilepsy_syndromes.rds","KLK6"
"2319","Genetic_epilepsy_syndromes.rds","KLKB1"
"2320","Genetic_epilepsy_syndromes.rds","KMT2A"
"2321","Genetic_epilepsy_syndromes.rds","KMT2B"
"2322","Genetic_epilepsy_syndromes.rds","KPNA4"
"2323","Genetic_epilepsy_syndromes.rds","KPNB1"
"2324","Genetic_epilepsy_syndromes.rds","KRT23"
"2325","Genetic_epilepsy_syndromes.rds","KRT8"
"2326","Genetic_epilepsy_syndromes.rds","KSR2"
"2327","Genetic_epilepsy_syndromes.rds","LAS1L"
"2328","Genetic_epilepsy_syndromes.rds","LAT"
"2329","Genetic_epilepsy_syndromes.rds","LDB3"
"2330","Genetic_epilepsy_syndromes.rds","LDHA"
"2331","Genetic_epilepsy_syndromes.rds","LDHB"
"2332","Genetic_epilepsy_syndromes.rds","LDHD"
"2333","Genetic_epilepsy_syndromes.rds","LDLR"
"2334","Genetic_epilepsy_syndromes.rds","LDLRAD3"
"2335","Genetic_epilepsy_syndromes.rds","LETMD1"
"2336","Genetic_epilepsy_syndromes.rds","LIMA1"
"2337","Genetic_epilepsy_syndromes.rds","LIMS2"
"2338","Genetic_epilepsy_syndromes.rds","LIN54"
"2339","Genetic_epilepsy_syndromes.rds","LMO7"
"2340","Genetic_epilepsy_syndromes.rds","LPXN"
"2341","Genetic_epilepsy_syndromes.rds","LRP1"
"2342","Genetic_epilepsy_syndromes.rds","LRP10"
"2343","Genetic_epilepsy_syndromes.rds","LRP1B"
"2344","Genetic_epilepsy_syndromes.rds","LRP2"
"2345","Genetic_epilepsy_syndromes.rds","LRP4"
"2346","Genetic_epilepsy_syndromes.rds","LRP8"
"2347","Genetic_epilepsy_syndromes.rds","LRRC42"
"2348","Genetic_epilepsy_syndromes.rds","LRRC7"
"2349","Genetic_epilepsy_syndromes.rds","LTBP3"
"2350","Genetic_epilepsy_syndromes.rds","LTBP4"
"2351","Genetic_epilepsy_syndromes.rds","LYN"
"2352","Genetic_epilepsy_syndromes.rds","MAN2A2"
"2353","Genetic_epilepsy_syndromes.rds","MAN2B1"
"2354","Genetic_epilepsy_syndromes.rds","MAN2C1"
"2355","Genetic_epilepsy_syndromes.rds","MANEAL"
"2356","Genetic_epilepsy_syndromes.rds","MAP2K4"
"2357","Genetic_epilepsy_syndromes.rds","MAP2K6"
"2358","Genetic_epilepsy_syndromes.rds","MAP2K7"
"2359","Genetic_epilepsy_syndromes.rds","MAP3K12"
"2360","Genetic_epilepsy_syndromes.rds","MAP4K1"
"2361","Genetic_epilepsy_syndromes.rds","MAP4K4"
"2362","Genetic_epilepsy_syndromes.rds","MAPK1"
"2363","Genetic_epilepsy_syndromes.rds","MAPK10"
"2364","Genetic_epilepsy_syndromes.rds","MAPK8"
"2365","Genetic_epilepsy_syndromes.rds","MAPK8IP3"
"2366","Genetic_epilepsy_syndromes.rds","MAPKAP1"
"2367","Genetic_epilepsy_syndromes.rds","MAPRE2"
"2368","Genetic_epilepsy_syndromes.rds","MAPT"
"2369","Genetic_epilepsy_syndromes.rds","MARCH6"
"2370","Genetic_epilepsy_syndromes.rds","MARK3"
"2371","Genetic_epilepsy_syndromes.rds","MARK4"
"2372","Genetic_epilepsy_syndromes.rds","MARS"
"2373","Genetic_epilepsy_syndromes.rds","MASP1"
"2374","Genetic_epilepsy_syndromes.rds","MAST1"
"2375","Genetic_epilepsy_syndromes.rds","MAT2A"
"2376","Genetic_epilepsy_syndromes.rds","MATN4"
"2377","Genetic_epilepsy_syndromes.rds","MATR3"
"2378","Genetic_epilepsy_syndromes.rds","MAU2"
"2379","Genetic_epilepsy_syndromes.rds","MBD1"
"2380","Genetic_epilepsy_syndromes.rds","MBD3"
"2381","Genetic_epilepsy_syndromes.rds","MBD4"
"2382","Genetic_epilepsy_syndromes.rds","MBP"
"2383","Genetic_epilepsy_syndromes.rds","MCCC1"
"2384","Genetic_epilepsy_syndromes.rds","MCF2L"
"2385","Genetic_epilepsy_syndromes.rds","MCFD2"
"2386","Genetic_epilepsy_syndromes.rds","MCRS1"
"2387","Genetic_epilepsy_syndromes.rds","MDM2"
"2388","Genetic_epilepsy_syndromes.rds","MED13L"
"2389","Genetic_epilepsy_syndromes.rds","MED14"
"2390","Genetic_epilepsy_syndromes.rds","MED15"
"2391","Genetic_epilepsy_syndromes.rds","MED23"
"2392","Genetic_epilepsy_syndromes.rds","MED24"
"2393","Genetic_epilepsy_syndromes.rds","MED8"
"2394","Genetic_epilepsy_syndromes.rds","MEGF8"
"2395","Genetic_epilepsy_syndromes.rds","MEIS2"
"2396","Genetic_epilepsy_syndromes.rds","MEIS3"
"2397","Genetic_epilepsy_syndromes.rds","MEN1"
"2398","Genetic_epilepsy_syndromes.rds","METAP2"
"2399","Genetic_epilepsy_syndromes.rds","METTL17"
"2400","Genetic_epilepsy_syndromes.rds","MFN1"
"2401","Genetic_epilepsy_syndromes.rds","MFSD2A"
"2402","Genetic_epilepsy_syndromes.rds","MIB2"
"2403","Genetic_epilepsy_syndromes.rds","MKLN1"
"2404","Genetic_epilepsy_syndromes.rds","MLH1"
"2405","Genetic_epilepsy_syndromes.rds","MLH3"
"2406","Genetic_epilepsy_syndromes.rds","MLST8"
"2407","Genetic_epilepsy_syndromes.rds","MMAA"
"2408","Genetic_epilepsy_syndromes.rds","MMAB"
"2409","Genetic_epilepsy_syndromes.rds","MME"
"2410","Genetic_epilepsy_syndromes.rds","MMP16"
"2411","Genetic_epilepsy_syndromes.rds","MON1A"
"2412","Genetic_epilepsy_syndromes.rds","MON1B"
"2413","Genetic_epilepsy_syndromes.rds","MOV10"
"2414","Genetic_epilepsy_syndromes.rds","MPI"
"2415","Genetic_epilepsy_syndromes.rds","MPND"
"2416","Genetic_epilepsy_syndromes.rds","MPPE1"
"2417","Genetic_epilepsy_syndromes.rds","MRI1"
"2418","Genetic_epilepsy_syndromes.rds","MRPL4"
"2419","Genetic_epilepsy_syndromes.rds","MRPL42"
"2420","Genetic_epilepsy_syndromes.rds","MRPL55"
"2421","Genetic_epilepsy_syndromes.rds","MRPS22"
"2422","Genetic_epilepsy_syndromes.rds","MRPS5"
"2423","Genetic_epilepsy_syndromes.rds","MSH5"
"2424","Genetic_epilepsy_syndromes.rds","MSN"
"2425","Genetic_epilepsy_syndromes.rds","MSRA"
"2426","Genetic_epilepsy_syndromes.rds","MST1"
"2427","Genetic_epilepsy_syndromes.rds","MTMR10"
"2428","Genetic_epilepsy_syndromes.rds","MTMR14"
"2429","Genetic_epilepsy_syndromes.rds","MTMR2"
"2430","Genetic_epilepsy_syndromes.rds","MTMR3"
"2431","Genetic_epilepsy_syndromes.rds","MTMR4"
"2432","Genetic_epilepsy_syndromes.rds","MTMR6"
"2433","Genetic_epilepsy_syndromes.rds","MTO1"
"2434","Genetic_epilepsy_syndromes.rds","MTRR"
"2435","Genetic_epilepsy_syndromes.rds","MUC1"
"2436","Genetic_epilepsy_syndromes.rds","MUTYH"
"2437","Genetic_epilepsy_syndromes.rds","MVK"
"2438","Genetic_epilepsy_syndromes.rds","MX1"
"2439","Genetic_epilepsy_syndromes.rds","MX2"
"2440","Genetic_epilepsy_syndromes.rds","MYH10"
"2441","Genetic_epilepsy_syndromes.rds","MYH11"
"2442","Genetic_epilepsy_syndromes.rds","MYH14"
"2443","Genetic_epilepsy_syndromes.rds","MYH2"
"2444","Genetic_epilepsy_syndromes.rds","MYH7"
"2445","Genetic_epilepsy_syndromes.rds","MYH7B"
"2446","Genetic_epilepsy_syndromes.rds","MYL6"
"2447","Genetic_epilepsy_syndromes.rds","MYO10"
"2448","Genetic_epilepsy_syndromes.rds","MYO15B"
"2449","Genetic_epilepsy_syndromes.rds","MYO18A"
"2450","Genetic_epilepsy_syndromes.rds","MYO1B"
"2451","Genetic_epilepsy_syndromes.rds","MYO1C"
"2452","Genetic_epilepsy_syndromes.rds","MYO1F"
"2453","Genetic_epilepsy_syndromes.rds","MYO5A"
"2454","Genetic_epilepsy_syndromes.rds","MYO5C"
"2455","Genetic_epilepsy_syndromes.rds","MYO6"
"2456","Genetic_epilepsy_syndromes.rds","MYO9A"
"2457","Genetic_epilepsy_syndromes.rds","MYO9B"
"2458","Genetic_epilepsy_syndromes.rds","MYRF"
"2459","Genetic_epilepsy_syndromes.rds","MYT1L"
"2460","Genetic_epilepsy_syndromes.rds","NAA25"
"2461","Genetic_epilepsy_syndromes.rds","NAA35"
"2462","Genetic_epilepsy_syndromes.rds","NADSYN1"
"2463","Genetic_epilepsy_syndromes.rds","NAGLU"
"2464","Genetic_epilepsy_syndromes.rds","NALCN"
"2465","Genetic_epilepsy_syndromes.rds","NASP"
"2466","Genetic_epilepsy_syndromes.rds","NAT9"
"2467","Genetic_epilepsy_syndromes.rds","NAV1"
"2468","Genetic_epilepsy_syndromes.rds","NCALD"
"2469","Genetic_epilepsy_syndromes.rds","NCAM1"
"2470","Genetic_epilepsy_syndromes.rds","NCAPH2"
"2471","Genetic_epilepsy_syndromes.rds","NCBP1"
"2472","Genetic_epilepsy_syndromes.rds","NCDN"
"2473","Genetic_epilepsy_syndromes.rds","NDRG1"
"2474","Genetic_epilepsy_syndromes.rds","NDRG2"
"2475","Genetic_epilepsy_syndromes.rds","NDUFA9"
"2476","Genetic_epilepsy_syndromes.rds","NDUFB8"
"2477","Genetic_epilepsy_syndromes.rds","NDUFS1"
"2478","Genetic_epilepsy_syndromes.rds","NDUFS2"
"2479","Genetic_epilepsy_syndromes.rds","NECAP1"
"2480","Genetic_epilepsy_syndromes.rds","NEDD4L"
"2481","Genetic_epilepsy_syndromes.rds","NELL2"
"2482","Genetic_epilepsy_syndromes.rds","NEU1"
"2483","Genetic_epilepsy_syndromes.rds","NF1"
"2484","Genetic_epilepsy_syndromes.rds","NF2"
"2485","Genetic_epilepsy_syndromes.rds","NFIA"
"2486","Genetic_epilepsy_syndromes.rds","NFIB"
"2487","Genetic_epilepsy_syndromes.rds","NFIX"
"2488","Genetic_epilepsy_syndromes.rds","NFKB2"
"2489","Genetic_epilepsy_syndromes.rds","NFS1"
"2490","Genetic_epilepsy_syndromes.rds","NID2"
"2491","Genetic_epilepsy_syndromes.rds","NIPAL3"
"2492","Genetic_epilepsy_syndromes.rds","NIPBL"
"2493","Genetic_epilepsy_syndromes.rds","NIT1"
"2494","Genetic_epilepsy_syndromes.rds","NLGN3"
"2495","Genetic_epilepsy_syndromes.rds","NLGN4X"
"2496","Genetic_epilepsy_syndromes.rds","NLK"
"2497","Genetic_epilepsy_syndromes.rds","NLRC5"
"2498","Genetic_epilepsy_syndromes.rds","NLRP3"
"2499","Genetic_epilepsy_syndromes.rds","NONO"
"2500","Genetic_epilepsy_syndromes.rds","NOTCH2"
"2501","Genetic_epilepsy_syndromes.rds","NOTCH3"
"2502","Genetic_epilepsy_syndromes.rds","NOTCH4"
"2503","Genetic_epilepsy_syndromes.rds","NOVA2"
"2504","Genetic_epilepsy_syndromes.rds","NPC1"
"2505","Genetic_epilepsy_syndromes.rds","NPEPPS"
"2506","Genetic_epilepsy_syndromes.rds","NPHP4"
"2507","Genetic_epilepsy_syndromes.rds","NPLOC4"
"2508","Genetic_epilepsy_syndromes.rds","NPNT"
"2509","Genetic_epilepsy_syndromes.rds","NR1I3"
"2510","Genetic_epilepsy_syndromes.rds","NR2C2"
"2511","Genetic_epilepsy_syndromes.rds","NR2E1"
"2512","Genetic_epilepsy_syndromes.rds","NR2F1"
"2513","Genetic_epilepsy_syndromes.rds","NR2F2"
"2514","Genetic_epilepsy_syndromes.rds","NR3C1"
"2515","Genetic_epilepsy_syndromes.rds","NR3C2"
"2516","Genetic_epilepsy_syndromes.rds","NRF1"
"2517","Genetic_epilepsy_syndromes.rds","NRP2"
"2518","Genetic_epilepsy_syndromes.rds","NRXN3"
"2519","Genetic_epilepsy_syndromes.rds","NTRK1"
"2520","Genetic_epilepsy_syndromes.rds","NTRK3"
"2521","Genetic_epilepsy_syndromes.rds","NUDT21"
"2522","Genetic_epilepsy_syndromes.rds","NUMB"
"2523","Genetic_epilepsy_syndromes.rds","NUP50"
"2524","Genetic_epilepsy_syndromes.rds","NUP54"
"2525","Genetic_epilepsy_syndromes.rds","NUP85"
"2526","Genetic_epilepsy_syndromes.rds","NVL"
"2527","Genetic_epilepsy_syndromes.rds","OAT"
"2528","Genetic_epilepsy_syndromes.rds","OCIAD1"
"2529","Genetic_epilepsy_syndromes.rds","OFD1"
"2530","Genetic_epilepsy_syndromes.rds","OGDH"
"2531","Genetic_epilepsy_syndromes.rds","OGDHL"
"2532","Genetic_epilepsy_syndromes.rds","OGFOD2"
"2533","Genetic_epilepsy_syndromes.rds","OGT"
"2534","Genetic_epilepsy_syndromes.rds","OPTN"
"2535","Genetic_epilepsy_syndromes.rds","OSBP"
"2536","Genetic_epilepsy_syndromes.rds","OTUD5"
"2537","Genetic_epilepsy_syndromes.rds","OXCT1"
"2538","Genetic_epilepsy_syndromes.rds","P4HTM"
"2539","Genetic_epilepsy_syndromes.rds","PABPC1"
"2540","Genetic_epilepsy_syndromes.rds","PACRGL"
"2541","Genetic_epilepsy_syndromes.rds","PACSIN1"
"2542","Genetic_epilepsy_syndromes.rds","PAF1"
"2543","Genetic_epilepsy_syndromes.rds","PAK3"
"2544","Genetic_epilepsy_syndromes.rds","PAM"
"2545","Genetic_epilepsy_syndromes.rds","PAN2"
"2546","Genetic_epilepsy_syndromes.rds","PANK2"
"2547","Genetic_epilepsy_syndromes.rds","PAPOLA"
"2548","Genetic_epilepsy_syndromes.rds","PARP6"
"2549","Genetic_epilepsy_syndromes.rds","PAX2"
"2550","Genetic_epilepsy_syndromes.rds","PAX7"
"2551","Genetic_epilepsy_syndromes.rds","PBRM1"
"2552","Genetic_epilepsy_syndromes.rds","PBX1"
"2553","Genetic_epilepsy_syndromes.rds","PC"
"2554","Genetic_epilepsy_syndromes.rds","PCBP1"
"2555","Genetic_epilepsy_syndromes.rds","PCBP2"
"2556","Genetic_epilepsy_syndromes.rds","PCDH15"
"2557","Genetic_epilepsy_syndromes.rds","PCSK2"
"2558","Genetic_epilepsy_syndromes.rds","PCYT1A"
"2559","Genetic_epilepsy_syndromes.rds","PCYT2"
"2560","Genetic_epilepsy_syndromes.rds","PDCD2"
"2561","Genetic_epilepsy_syndromes.rds","PDE10A"
"2562","Genetic_epilepsy_syndromes.rds","PDE2A"
"2563","Genetic_epilepsy_syndromes.rds","PDE4D"
"2564","Genetic_epilepsy_syndromes.rds","PDE4DIP"
"2565","Genetic_epilepsy_syndromes.rds","PDE9A"
"2566","Genetic_epilepsy_syndromes.rds","PDHB"
"2567","Genetic_epilepsy_syndromes.rds","PDS5A"
"2568","Genetic_epilepsy_syndromes.rds","PDS5B"
"2569","Genetic_epilepsy_syndromes.rds","PDZD4"
"2570","Genetic_epilepsy_syndromes.rds","PEAR1"
"2571","Genetic_epilepsy_syndromes.rds","PFKFB2"
"2572","Genetic_epilepsy_syndromes.rds","PFKFB4"
"2573","Genetic_epilepsy_syndromes.rds","PFKM"
"2574","Genetic_epilepsy_syndromes.rds","PHF12"
"2575","Genetic_epilepsy_syndromes.rds","PHF19"
"2576","Genetic_epilepsy_syndromes.rds","PHF21A"
"2577","Genetic_epilepsy_syndromes.rds","PHF6"
"2578","Genetic_epilepsy_syndromes.rds","PHF8"
"2579","Genetic_epilepsy_syndromes.rds","PHLDB1"
"2580","Genetic_epilepsy_syndromes.rds","PHTF2"
"2581","Genetic_epilepsy_syndromes.rds","PHYH"
"2582","Genetic_epilepsy_syndromes.rds","PHYHD1"
"2583","Genetic_epilepsy_syndromes.rds","PHYHIP"
"2584","Genetic_epilepsy_syndromes.rds","PI4K2A"
"2585","Genetic_epilepsy_syndromes.rds","PIAS1"
"2586","Genetic_epilepsy_syndromes.rds","PITPNM1"
"2587","Genetic_epilepsy_syndromes.rds","PITPNM2"
"2588","Genetic_epilepsy_syndromes.rds","PKD1"
"2589","Genetic_epilepsy_syndromes.rds","PKLR"
"2590","Genetic_epilepsy_syndromes.rds","PLA1A"
"2591","Genetic_epilepsy_syndromes.rds","PLA2G6"
"2592","Genetic_epilepsy_syndromes.rds","PLAT"
"2593","Genetic_epilepsy_syndromes.rds","PLCB4"
"2594","Genetic_epilepsy_syndromes.rds","PLCG1"
"2595","Genetic_epilepsy_syndromes.rds","PLCL2"
"2596","Genetic_epilepsy_syndromes.rds","PLEKHA8"
"2597","Genetic_epilepsy_syndromes.rds","PLK2"
"2598","Genetic_epilepsy_syndromes.rds","PLOD2"
"2599","Genetic_epilepsy_syndromes.rds","PLP1"
"2600","Genetic_epilepsy_syndromes.rds","PLS1"
"2601","Genetic_epilepsy_syndromes.rds","PLS3"
"2602","Genetic_epilepsy_syndromes.rds","PLXNB1"
"2603","Genetic_epilepsy_syndromes.rds","PML"
"2604","Genetic_epilepsy_syndromes.rds","PMS1"
"2605","Genetic_epilepsy_syndromes.rds","PNCK"
"2606","Genetic_epilepsy_syndromes.rds","PNKD"
"2607","Genetic_epilepsy_syndromes.rds","POLD1"
"2608","Genetic_epilepsy_syndromes.rds","POLR2B"
"2609","Genetic_epilepsy_syndromes.rds","POLR3H"
"2610","Genetic_epilepsy_syndromes.rds","POMT2"
"2611","Genetic_epilepsy_syndromes.rds","POR"
"2612","Genetic_epilepsy_syndromes.rds","PORCN"
"2613","Genetic_epilepsy_syndromes.rds","POU6F2"
"2614","Genetic_epilepsy_syndromes.rds","PPARD"
"2615","Genetic_epilepsy_syndromes.rds","PPCS"
"2616","Genetic_epilepsy_syndromes.rds","PPFIA2"
"2617","Genetic_epilepsy_syndromes.rds","PPHLN1"
"2618","Genetic_epilepsy_syndromes.rds","PPP1CB"
"2619","Genetic_epilepsy_syndromes.rds","PPP1CC"
"2620","Genetic_epilepsy_syndromes.rds","PPP1R8"
"2621","Genetic_epilepsy_syndromes.rds","PPP1R9A"
"2622","Genetic_epilepsy_syndromes.rds","PPP1R9B"
"2623","Genetic_epilepsy_syndromes.rds","PPP2CA"
"2624","Genetic_epilepsy_syndromes.rds","PPP2R1A"
"2625","Genetic_epilepsy_syndromes.rds","PPP2R2A"
"2626","Genetic_epilepsy_syndromes.rds","PPP2R2C"
"2627","Genetic_epilepsy_syndromes.rds","PPP2R5E"
"2628","Genetic_epilepsy_syndromes.rds","PPP3CB"
"2629","Genetic_epilepsy_syndromes.rds","PPP4C"
"2630","Genetic_epilepsy_syndromes.rds","PPP4R4"
"2631","Genetic_epilepsy_syndromes.rds","PPP5C"
"2632","Genetic_epilepsy_syndromes.rds","PPP6C"
"2633","Genetic_epilepsy_syndromes.rds","PPTC7"
"2634","Genetic_epilepsy_syndromes.rds","PQLC1"
"2635","Genetic_epilepsy_syndromes.rds","PQLC2"
"2636","Genetic_epilepsy_syndromes.rds","PRDM15"
"2637","Genetic_epilepsy_syndromes.rds","PREPL"
"2638","Genetic_epilepsy_syndromes.rds","PRKACA"
"2639","Genetic_epilepsy_syndromes.rds","PRKACB"
"2640","Genetic_epilepsy_syndromes.rds","PRKAG2"
"2641","Genetic_epilepsy_syndromes.rds","PRKAR1A"
"2642","Genetic_epilepsy_syndromes.rds","PRKAR1B"
"2643","Genetic_epilepsy_syndromes.rds","PRKCA"
"2644","Genetic_epilepsy_syndromes.rds","PRKCB"
"2645","Genetic_epilepsy_syndromes.rds","PRKCE"
"2646","Genetic_epilepsy_syndromes.rds","PRKCG"
"2647","Genetic_epilepsy_syndromes.rds","PRKCH"
"2648","Genetic_epilepsy_syndromes.rds","PRKCZ"
"2649","Genetic_epilepsy_syndromes.rds","PRKG1"
"2650","Genetic_epilepsy_syndromes.rds","PRKG2"
"2651","Genetic_epilepsy_syndromes.rds","PRMT1"
"2652","Genetic_epilepsy_syndromes.rds","PRMT8"
"2653","Genetic_epilepsy_syndromes.rds","PRPF19"
"2654","Genetic_epilepsy_syndromes.rds","PRPF6"
"2655","Genetic_epilepsy_syndromes.rds","PRPF8"
"2656","Genetic_epilepsy_syndromes.rds","PRPS1"
"2657","Genetic_epilepsy_syndromes.rds","PRPS2"
"2658","Genetic_epilepsy_syndromes.rds","PRPSAP2"
"2659","Genetic_epilepsy_syndromes.rds","PRRC1"
"2660","Genetic_epilepsy_syndromes.rds","PSEN2"
"2661","Genetic_epilepsy_syndromes.rds","PSMA4"
"2662","Genetic_epilepsy_syndromes.rds","PSMA5"
"2663","Genetic_epilepsy_syndromes.rds","PSMC1"
"2664","Genetic_epilepsy_syndromes.rds","PSMC3"
"2665","Genetic_epilepsy_syndromes.rds","PSMC4"
"2666","Genetic_epilepsy_syndromes.rds","PSMC5"
"2667","Genetic_epilepsy_syndromes.rds","PSMD14"
"2668","Genetic_epilepsy_syndromes.rds","PSPH"
"2669","Genetic_epilepsy_syndromes.rds","PSRC1"
"2670","Genetic_epilepsy_syndromes.rds","PTDSS2"
"2671","Genetic_epilepsy_syndromes.rds","PTOV1"
"2672","Genetic_epilepsy_syndromes.rds","PTPN11"
"2673","Genetic_epilepsy_syndromes.rds","PTPN6"
"2674","Genetic_epilepsy_syndromes.rds","PTPRO"
"2675","Genetic_epilepsy_syndromes.rds","PTPRS"
"2676","Genetic_epilepsy_syndromes.rds","PTPRT"
"2677","Genetic_epilepsy_syndromes.rds","PUF60"
"2678","Genetic_epilepsy_syndromes.rds","PUM1"
"2679","Genetic_epilepsy_syndromes.rds","QKI"
"2680","Genetic_epilepsy_syndromes.rds","R3HDM2"
"2681","Genetic_epilepsy_syndromes.rds","RAB10"
"2682","Genetic_epilepsy_syndromes.rds","RAB34"
"2683","Genetic_epilepsy_syndromes.rds","RAB3IP"
"2684","Genetic_epilepsy_syndromes.rds","RAC1"
"2685","Genetic_epilepsy_syndromes.rds","RAD54B"
"2686","Genetic_epilepsy_syndromes.rds","RAD54L"
"2687","Genetic_epilepsy_syndromes.rds","RAE1"
"2688","Genetic_epilepsy_syndromes.rds","RALGAPA1"
"2689","Genetic_epilepsy_syndromes.rds","RALGPS1"
"2690","Genetic_epilepsy_syndromes.rds","RAN"
"2691","Genetic_epilepsy_syndromes.rds","RAP1GAP"
"2692","Genetic_epilepsy_syndromes.rds","RAP1GAP2"
"2693","Genetic_epilepsy_syndromes.rds","RAPGEF2"
"2694","Genetic_epilepsy_syndromes.rds","RARA"
"2695","Genetic_epilepsy_syndromes.rds","RARB"
"2696","Genetic_epilepsy_syndromes.rds","RARG"
"2697","Genetic_epilepsy_syndromes.rds","RASA1"
"2698","Genetic_epilepsy_syndromes.rds","RASGRF1"
"2699","Genetic_epilepsy_syndromes.rds","RBBP4"
"2700","Genetic_epilepsy_syndromes.rds","RBBP5"
"2701","Genetic_epilepsy_syndromes.rds","RBBP7"
"2702","Genetic_epilepsy_syndromes.rds","RBL1"
"2703","Genetic_epilepsy_syndromes.rds","RBL2"
